SampleID	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Geospiza-septentrionalis_S_S_Temp_D703-AK1681_filtered_r1r2combined	11166.UM.24881.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D703-AK1681_filtered_r1r2combined.fastq.gz	40158278	39339640	7.594830381	8	vampire_finch.4	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Geospiza-septentrionalis_S_S_Temp_D710-AK1544_filtered_r1r2combined	11166.UM.24884.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1544_filtered_r1r2combined.fastq.gz	6789534	6767008	6.83039669	7	vampire_finch.5	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Geospiza-septentrionalis_S_S_Temp_D710-AK1543_filtered_r1r2combined	11166.UM.24895.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1543_filtered_r1r2combined.fastq.gz	9796560	9736346	6.988395999	7	vampire_finch.6	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Geospiza-septentrionalis_S_S_Temp_D711-AK1546_filtered_r1r2combined	11166.UM.24899.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1546_filtered_r1r2combined.fastq.gz	7005112	6962158	6.842743875	7	vampire_finch.7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Geospiza-septentrionalis_S_S_Temp_D712-AK1681_filtered_r1r2combined	11166.UM.24913.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D712-AK1681_filtered_r1r2combined.fastq.gz	3048486	2906886	6.463428	6	vampire_finch.8	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Geospiza-septentrionalis_S_S_Temp_D711-AK1681_filtered_r1r2combined	11166.UM.24920.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1681_filtered_r1r2combined.fastq.gz	13800954	13291744	7.123581968	7	vampire_finch.9	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Geospiza-septentrionalis_S_S_Temp_D710-AK1780_filtered_r1r2combined	11166.UM.24969.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1780_filtered_r1r2combined.fastq.gz	18803486	18534486	7.267980547	7	vampire_finch.10	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza_difficilis	Geospiza_fortis	Geospiza_difficilis	vampire_finch	flighted	NA	NA	Ecuador	NA	NA	sanguivore	carnivore	wild
Glossophaga-morenoi_S_S_Temp_D708-AK1546_filtered_r1r2combined	11166.vbat.K1.colon.bat	11166	Glossophaga-morenoi_S_S_Temp_D708-AK1546_filtered_r1r2combined.fastq.gz	17065472	2269874	6.35600175	6	western_longtongued_bat.1	Chordata	Mammalia	Phyllostomidae	Glossophaga	Metazoa	Chiroptera	Glossophaga_morenoi	Anoura_caudifer	Glossophaga_morenoi	western_longtongued_bat	flighted	NA	NA	Mexico	NA	NA	insectivore_frugivore_nectarivore	omnivore	wild
Alouatta-caraya_AC622_ATCACG_L001_001_filtered_r1r2combined	11212.AC622	11212	Alouatta-caraya_AC622_ATCACG_L001_001_filtered_r1r2combined.fastq.gz	16727424	16727218	7.223423717	7	black_grouse.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_caraya	Alouatta_palliata	Alouatta_caraya	black_howler_monkey	flightless	NA	Folivore	Argentina	AtlanticForest	stool	folivore	herbivore	wild
Alouatta-caraya_AC660_CGATGT_L001_001_filtered_r1r2combined	11212.AC660	11212	Alouatta-caraya_AC660_CGATGT_L001_001_filtered_r1r2combined.fastq.gz	11989140	11988904	7.078779483	7	black_howler_monkey.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_caraya	Alouatta_palliata	Alouatta_caraya	black_howler_monkey	flightless	NA	Folivore	Argentina	AtlanticForest	stool	folivore	herbivore	wild
Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined	11212.AC665	11212	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined.fastq.gz	17051340	17051138	7.231753369	7	black_howler_monkey.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_caraya	Alouatta_palliata	Alouatta_caraya	black_howler_monkey	flightless	NA	Folivore	Argentina	AtlanticForest	stool	folivore	herbivore	wild
Alouatta-caraya_AC667_TGACCA_L001_001_filtered_r1r2combined	11212.AC667	11212	Alouatta-caraya_AC667_TGACCA_L001_001_filtered_r1r2combined.fastq.gz	25100388	25100314	7.399679154	7	black_howler_monkey.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_caraya	Alouatta_palliata	Alouatta_caraya	black_howler_monkey	flightless	NA	Folivore	Argentina	AtlanticForest	stool	folivore	herbivore	wild
Alouatta-caraya_AC668_ACAGTG_L001_001_filtered_r1r2combined	11212.AC668	11212	Alouatta-caraya_AC668_ACAGTG_L001_001_filtered_r1r2combined.fastq.gz	12288952	12288246	7.089489897	7	black_howler_monkey.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta_caraya	Alouatta_palliata	Alouatta_caraya	black_howler_monkey	flightless	NA	Folivore	Argentina	AtlanticForest	stool	folivore	herbivore	wild
Cercopithecus-ascanius_RT2013_CTTGTA_L002_001_filtered_r1r2combined	11212.RT2013	11212	Cercopithecus-ascanius_RT2013_CTTGTA_L002_001_filtered_r1r2combined.fastq.gz	16048120	16038808	7.205172088	7	black-cheeked_white-nosed_monkey.1	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked_white-nosed_monkey	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild
Cercopithecus-ascanius_RT2017_AGTCAA_L002_001_filtered_r1r2combined	11212.RT2017	11212	Cercopithecus-ascanius_RT2017_AGTCAA_L002_001_filtered_r1r2combined.fastq.gz	12461230	12445362	7.095007534	7	black-cheeked_white-nosed_monkey.2	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked_white-nosed_monkey	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild
Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined	11212.RT2019	11212	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined.fastq.gz	12905990	12899588	7.11057584	7	black-cheeked_white-nosed_monkey.3	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked_white-nosed_monkey	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild
Cercopithecus-ascanius_RT2021_ATGTCA_L002_001_filtered_r1r2combined	11212.RT2021	11212	Cercopithecus-ascanius_RT2021_ATGTCA_L002_001_filtered_r1r2combined.fastq.gz	14464738	14363096	7.157248063	7	black-cheeked_white-nosed_monkey.4	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked_white-nosed_monkey	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild
Cercopithecus-ascanius_RT2048_CCGTCC_L002_001_filtered_r1r2combined	11212.RT2048	11212	Cercopithecus-ascanius_RT2048_CCGTCC_L002_001_filtered_r1r2combined.fastq.gz	14980520	14967276	7.175142767	7	black-cheeked_white-nosed_monkey.5	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked_white-nosed_monkey	flightless	NA	NA	Uganda	Rainforest	stool	omnivore	omnivore	wild
Alouatta-palliata_Ahyb1000_CAGATC_L002_001_filtered_r1r2combined	11212.Ahyb1000	11212	Alouatta-palliata_Ahyb1000_CAGATC_L002_001_filtered_r1r2combined.fastq.gz	23641858	23641186	7.37366926	7	brown_spider_monkey.1	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_hybridus	Ateles_geoffroyi	Ateles_hybridus	brown_spider_monkey	flightless	NA	NA	Colombia	Rainforest	stool	herbivore_frugivore	herbivore	wild
Alouatta-palliata_Ahyb135_ACTTGA_L002_001_filtered_r1r2combined	11212.Ahyb135	11212	Alouatta-palliata_Ahyb135_ACTTGA_L002_001_filtered_r1r2combined.fastq.gz	22681184	22681054	7.355663233	7	brown_spider_monkey.2	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_hybridus	Ateles_geoffroyi	Ateles_hybridus	brown_spider_monkey	flightless	NA	NA	Colombia	Rainforest	stool	herbivore_frugivore	herbivore	wild
Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined	11212.Ahyb257	11212	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined.fastq.gz	17058464	17058394	7.231938141	7	brown_spider_monkey.3	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_hybridus	Ateles_geoffroyi	Ateles_hybridus	brown_spider_monkey	flightless	NA	NA	Colombia	Rainforest	stool	herbivore_frugivore	herbivore	wild
Alouatta-palliata_Ahyb401_TAGCTT_L002_001_filtered_r1r2combined	11212.Ahyb401	11212	Alouatta-palliata_Ahyb401_TAGCTT_L002_001_filtered_r1r2combined.fastq.gz	16009048	16008646	7.204354601	7	brown_spider_monkey.4	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_hybridus	Ateles_geoffroyi	Ateles_hybridus	brown_spider_monkey	flightless	NA	NA	Colombia	Rainforest	stool	herbivore_frugivore	herbivore	wild
Alouatta-pigra_Ahyb411_GGCTAC_L002_001_filtered_r1r2combined	11212.Ahyb411	11212	Alouatta-pigra_Ahyb411_GGCTAC_L002_001_filtered_r1r2combined.fastq.gz	14004866	14004850	7.146278462	7	brown_spider_monkey.5	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles_hybridus	Ateles_geoffroyi	Ateles_hybridus	brown_spider_monkey	flightless	NA	NA	Colombia	Rainforest	stool	herbivore_frugivore	herbivore	wild
