SampleID	sample_name_2	studyID	SampleID2	file_filtered_r1r2_combined	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type
Myodes_glareolus	13114.mousseau.88.s058	13114	Myodes-glareolus_Mousseau88_FIN_376_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_376_host_filtered_r1r2combined.fastq.gz	10104902	bank_vole.46	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s059	13114	Myodes-glareolus_Mousseau88_FIN_382_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_382_host_filtered_r1r2combined.fastq.gz	3583030	bank_vole.47	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s061	13114	Myodes-glareolus_Mousseau88_FIN_436_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_436_host_filtered_r1r2combined.fastq.gz	2190238	bank_vole.48	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s010	13114	Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined.fastq.gz	2706220	bank_vole.49	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s062	13114	Myodes-glareolus_Mousseau88_FIN_497_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_497_host_filtered_r1r2combined.fastq.gz	7203842	bank_vole.50	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s011	13114	Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined.fastq.gz	99683498	bank_vole.51	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s063	13114	Myodes-glareolus_Mousseau88_FIN_516_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_516_host_filtered_r1r2combined.fastq.gz	6128304	bank_vole.52	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s012	13114	Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined.fastq.gz	319236	bank_vole.53	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s064	13114	Myodes-glareolus_Mousseau88_FIN_538_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_538_host_filtered_r1r2combined.fastq.gz	6429652	bank_vole.54	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s013	13114	Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined.fastq.gz	176684	bank_vole.55	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s014	13114	Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined.fastq.gz	9431024	bank_vole.56	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s015	13114	Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined.fastq.gz	149446	bank_vole.57	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s016	13114	Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined.fastq.gz	115749298	bank_vole.58	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s017	13114	Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined.fastq.gz	1192258	bank_vole.59	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s018	13114	Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined.fastq.gz	15614	bank_vole.60	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s019	13114	Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined.fastq.gz	150887970	bank_vole.61	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s020	13114	Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined.fastq.gz	382128	bank_vole.62	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s082	13114	Myodes-glareolus_Mousseau88_FIN_K100_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K100_host_filtered_r1r2combined.fastq.gz	114700	bank_vole.63	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s083	13114	Myodes-glareolus_Mousseau88_FIN_K102_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K102_host_filtered_r1r2combined.fastq.gz	5497126	bank_vole.64	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s084	13114	Myodes-glareolus_Mousseau88_FIN_K104_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K104_host_filtered_r1r2combined.fastq.gz	14121802	bank_vole.65	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s085	13114	Myodes-glareolus_Mousseau88_FIN_K106_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K106_host_filtered_r1r2combined.fastq.gz	1297184	bank_vole.66	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s086	13114	Myodes-glareolus_Mousseau88_FIN_K107_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K107_host_filtered_r1r2combined.fastq.gz	9637710	bank_vole.67	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s087	13114	Myodes-glareolus_Mousseau88_FIN_K109_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K109_host_filtered_r1r2combined.fastq.gz	9669358	bank_vole.68	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s088	13114	Myodes-glareolus_Mousseau88_FIN_K121_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K121_host_filtered_r1r2combined.fastq.gz	4701794	bank_vole.69	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s066	13114	Myodes-glareolus_Mousseau88_FIN_K18_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K18_host_filtered_r1r2combined.fastq.gz	4414618	bank_vole.70	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s067	13114	Myodes-glareolus_Mousseau88_FIN_K28_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K28_host_filtered_r1r2combined.fastq.gz	64690	bank_vole.71	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s068	13114	Myodes-glareolus_Mousseau88_FIN_K32_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K32_host_filtered_r1r2combined.fastq.gz	6760690	bank_vole.72	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s069	13114	Myodes-glareolus_Mousseau88_FIN_K41_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K41_host_filtered_r1r2combined.fastq.gz	10590260	bank_vole.73	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s070	13114	Myodes-glareolus_Mousseau88_FIN_K44_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K44_host_filtered_r1r2combined.fastq.gz	4140646	bank_vole.74	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s071	13114	Myodes-glareolus_Mousseau88_FIN_K49_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K49_host_filtered_r1r2combined.fastq.gz	181126	bank_vole.75	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s065	13114	Myodes-glareolus_Mousseau88_FIN_K7_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K7_host_filtered_r1r2combined.fastq.gz	16611676	bank_vole.76	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s072	13114	Myodes-glareolus_Mousseau88_FIN_K74_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K74_host_filtered_r1r2combined.fastq.gz	856940	bank_vole.77	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s073	13114	Myodes-glareolus_Mousseau88_FIN_K78_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K78_host_filtered_r1r2combined.fastq.gz	4980962	bank_vole.78	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s074	13114	Myodes-glareolus_Mousseau88_FIN_K80_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K80_host_filtered_r1r2combined.fastq.gz	6269990	bank_vole.79	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s075	13114	Myodes-glareolus_Mousseau88_FIN_K81_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K81_host_filtered_r1r2combined.fastq.gz	2686540	bank_vole.80	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s076	13114	Myodes-glareolus_Mousseau88_FIN_K82_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K82_host_filtered_r1r2combined.fastq.gz	8580404	bank_vole.81	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s077	13114	Myodes-glareolus_Mousseau88_FIN_K84_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K84_host_filtered_r1r2combined.fastq.gz	394008	bank_vole.82	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s078	13114	Myodes-glareolus_Mousseau88_FIN_K85_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K85_host_filtered_r1r2combined.fastq.gz	2075644	bank_vole.83	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s079	13114	Myodes-glareolus_Mousseau88_FIN_K87_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K87_host_filtered_r1r2combined.fastq.gz	11683912	bank_vole.84	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s080	13114	Myodes-glareolus_Mousseau88_FIN_K90_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K90_host_filtered_r1r2combined.fastq.gz	7249462	bank_vole.85	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s081	13114	Myodes-glareolus_Mousseau88_FIN_K96_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_K96_host_filtered_r1r2combined.fastq.gz	12092164	bank_vole.86	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s089	13114	Myodes-glareolus_Mousseau88_USC_523_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_523_host_filtered_r1r2combined.fastq.gz	5810426	bank_vole.87	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s090	13114	Myodes-glareolus_Mousseau88_USC_527_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_527_host_filtered_r1r2combined.fastq.gz	6596134	bank_vole.88	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s091	13114	Myodes-glareolus_Mousseau88_USC_528_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_528_host_filtered_r1r2combined.fastq.gz	6856508	bank_vole.89	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s092	13114	Myodes-glareolus_Mousseau88_USC_531_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_531_host_filtered_r1r2combined.fastq.gz	5050986	bank_vole.90	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s093	13114	Myodes-glareolus_Mousseau88_USC_532_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_532_host_filtered_r1r2combined.fastq.gz	6936790	bank_vole.91	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s094	13114	Myodes-glareolus_Mousseau88_USC_536_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_536_host_filtered_r1r2combined.fastq.gz	5507434	bank_vole.92	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s095	13114	Myodes-glareolus_Mousseau88_USC_538_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_538_host_filtered_r1r2combined.fastq.gz	4381554	bank_vole.93	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s096	13114	Myodes-glareolus_Mousseau88_USC_541_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_541_host_filtered_r1r2combined.fastq.gz	6976218	bank_vole.94	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s097	13114	Myodes-glareolus_Mousseau88_USC_542_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_542_host_filtered_r1r2combined.fastq.gz	20618172	bank_vole.95	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s098	13114	Myodes-glareolus_Mousseau88_USC_544_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_544_host_filtered_r1r2combined.fastq.gz	9319584	bank_vole.96	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s099	13114	Myodes-glareolus_Mousseau88_USC_553_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_553_host_filtered_r1r2combined.fastq.gz	9317864	bank_vole.97	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s100	13114	Myodes-glareolus_Mousseau88_USC_564_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_564_host_filtered_r1r2combined.fastq.gz	4148658	bank_vole.98	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s101	13114	Myodes-glareolus_Mousseau88_USC_569_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_569_host_filtered_r1r2combined.fastq.gz	7655588	bank_vole.99	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s102	13114	Myodes-glareolus_Mousseau88_USC_570_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_570_host_filtered_r1r2combined.fastq.gz	4893058	bank_vole.100	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s103	13114	Myodes-glareolus_Mousseau88_USC_596_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_596_host_filtered_r1r2combined.fastq.gz	2201848	bank_vole.101	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s104	13114	Myodes-glareolus_Mousseau88_USC_620_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_620_host_filtered_r1r2combined.fastq.gz	6522762	bank_vole.102	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s105	13114	Myodes-glareolus_Mousseau88_USC_639_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_639_host_filtered_r1r2combined.fastq.gz	7707304	bank_vole.103	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s106	13114	Myodes-glareolus_Mousseau88_USC_640_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_640_host_filtered_r1r2combined.fastq.gz	5760628	bank_vole.104	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
Myodes_glareolus	13114.mousseau.88.s107	13114	Myodes-glareolus_Mousseau88_USC_656_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_USC_656_host_filtered_r1r2combined.fastq.gz	12860678	bank_vole.105	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore			
