SampleID	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	species_id	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Squalius-cephalus_SAMEA6809602.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Squalius	Metazoa	Cypriniformes	Squalius cephalus	european_chub.2	Squalius pyrenaicus	Squalius_cephalus	European chub				Austria		feces	carnivore	carnivore		
Natrix-natrix_SAMEA6809524.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Colubridae	Natrix	Metazoa	Squamata	Natrix natrix	european_grass_snake.1	Thamnophis elegans	Natrix_natrix	European grass snake				Austria		feces	carnivore	carnivore		
Bufotes-viridis_SAMEA6809516.ebi_filtered_r1r2combined_sampleCombined	Chordata	Amphibia	Bufonidae	Bufotes	Metazoa	Anura	Bufotes viridis	european_green_toad.1	Rhinella marina	Bufotes_viridis	European green toad				Austria		feces	insectivore	carnivore		
Chloris-chloris_SAMEA6809406.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Fringillidae	Chloris	Metazoa	Passeriformes	Chloris chloris	european_greenfinch.1	Loxia curvirostra	Carduelis_chloris	European greenfinch				Hungary		feces	herbivore	herbivore		
Lepus-europaeus_SAMEA6809493.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus europaeus	european_hare.1	Lepus timidus 	Lepus_europaeus	European hare				Austria		feces	herbivore	herbivore		
Lepus-europaeus_SAMEA6809601.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus europaeus	european_hare.2	Lepus timidus 	Lepus_europaeus	European hare				Austria		feces	herbivore	herbivore		
Lepus-europaeus_SAMEA6809631.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus europaeus	european_hare.3	Lepus timidus 	Lepus_europaeus	European hare				Austria		feces	herbivore	herbivore		
Marmota-marmota_SAMEA6809378.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Sciuridae	Marmota	Metazoa	Rodentia	Marmota marmota	european_marmot.1	Marmota marmota marmota	Marmota_marmota	European marmot				Austria		feces	herbivore	herbivore		
Marmota-marmota_SAMEA6809379.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Sciuridae	Marmota	Metazoa	Rodentia	Marmota marmota	european_marmot.2	Marmota marmota marmota	Marmota_marmota	European marmot				Austria		feces	herbivore	herbivore		
Perca-fluviatilis_SAMEA6809604.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Percidae	Perca	Metazoa	Perciformes	Perca fluviatilis	european_perch.1	Perca fluviatilis	Perca_fluviatilis	European perch				Austria		feces	carnivore	carnivore		
Martes-martes_SAMEA6809548.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes martes	european_pine_marten.1	Martes zibellina	Martes_martes	European pine marten				Austria		feces	carnivore	carnivore		
Mustela-putorius_SAMEA6809612.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela putorius	european_polecat.1	Mustela putorius	Mustela_putorius	European polecat				Austria		feces	carnivore	carnivore		
Spermophilus-citellus_SAMEA6809426.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Sciuridae	Spermophilus	Metazoa	Rodentia	Spermophilus citellus	european_suslik.1	Spermophilus dauricus	Spermophilus_citellus	European suslik				Austria		feces	omnivore	omnivore		
Spermophilus-citellus_SAMEA6809540.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Sciuridae	Spermophilus	Metazoa	Rodentia	Spermophilus citellus	european_suslik.2	Spermophilus dauricus	Spermophilus_citellus	European suslik				Austria		feces	omnivore	omnivore		
Spermophilus-citellus_SAMEA6809557.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Sciuridae	Spermophilus	Metazoa	Rodentia	Spermophilus citellus	european_suslik.3	Spermophilus dauricus	Spermophilus_citellus	European suslik				Austria		feces	omnivore	omnivore		
Apodemus-sylvaticus_SAMEA6809396.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Apodemus	Metazoa	Rodentia	Apodemus sylvaticus	european_woodmouse.1	Apodemus sylvaticus	Apodemus_sylvaticus	European woodmouse				Austria		gut	granivore	herbivore		
Dama-dama_SAMEA6809642.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Dama	Metazoa	Artiodactyla	Dama dama	fallow_deer.1	Cervus elaphus hippelaphus	Dama_dama	fallow deer				Austria		feces	herbivore	herbivore		
Dama-dama_SAMEA6809643.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Dama	Metazoa	Artiodactyla	Dama dama	fallow_deer.2	Cervus elaphus hippelaphus	Dama_dama	fallow deer				Austria		feces	herbivore	herbivore		
Glis-glis_SAMEA6809403.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Gliridae	Glis	Metazoa	Rodentia	Glis glis	fat_dormouse.1	Glis glis	Glis_glis	Fat dormouse				Austria		feces	herbivore	herbivore		
Glis-glis_SAMEA6809624.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Gliridae	Glis	Metazoa	Rodentia	Glis glis	fat_dormouse.2	Glis glis	Glis_glis	Fat dormouse				Austria		feces	herbivore	herbivore		
Psammomys-obesus_SAMEA6809550.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Psammomys	Metazoa	Rodentia	Psammomys obesus	fat_sand_rat.1	Psammomys obesus	Psammomys_obesus	fat sand rat				Austria		feces	herbivore	herbivore		
Psammomys-obesus_SAMEA6809551.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Psammomys	Metazoa	Rodentia	Psammomys obesus	fat_sand_rat.2	Psammomys obesus	Psammomys_obesus	fat sand rat				Austria		feces	herbivore	herbivore		
Reithrodontomys-fulvescens_SAMEA6809536.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Reithrodontomys	Metazoa	Rodentia	Reithrodontomys fulvescens	fulvous_harvest_mouse.1	Peromyscus polionotus subgriseus	Reithrodontomys_fulvescens	fulvous harvest mouse				Costa Rica		gut	herbivore	herbivore		
Eolophus-roseicapillus_SAMEA6809487.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Cacatuidae	Eolophus	Metazoa	Psittaciformes	Eolophus roseicapilla	galah.1	Eolophus roseicapilla	Eolophus_roseicapillus	galah				Australia		feces	herbivore	herbivore		
Eliomys-quercinus_SAMEA6809448.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Gliridae	Eliomys	Metazoa	Rodentia	Eliomys quercinus	garden_dormouse.1	Muscardinus avellanarius	Eliomys_quercinus	garden dormouse				Austria		feces	omnivore	omnivore		
Eliomys-quercinus_SAMEA6809623.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Gliridae	Eliomys	Metazoa	Rodentia	Eliomys quercinus	garden_dormouse.2	Muscardinus avellanarius	Eliomys_quercinus	garden dormouse				Austria		gut	omnivore	omnivore		
Eliomys-quercinus_SAMEA6809625.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Gliridae	Eliomys	Metazoa	Rodentia	Eliomys quercinus	garden_dormouse.3	Muscardinus avellanarius	Eliomys_quercinus	garden dormouse				Austria		feces	omnivore	omnivore		
Bos-frontalis_SAMEA6809387.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos frontalis	gayal.1	Bos frontalis	Bos_frontalis	gayal				Viet Nam		feces	herbivore	herbivore		
Bos-frontalis_SAMEA6809388.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos frontalis	gayal.2	Bos frontalis	Bos_frontalis	gayal				Viet Nam		feces	herbivore	herbivore		
Giraffa-camelopardalis_SAMEA6809579.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Giraffidae	Giraffa	Metazoa	Artiodactyla	Giraffa camelopardalis	giraffe.2	Giraffa camelopardalis	Giraffa_camelopardalis	giraffe				Kenya		feces	herbivore	herbivore		
Giraffa-camelopardalis_SAMEA6809580.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Giraffidae	Giraffa	Metazoa	Artiodactyla	Giraffa camelopardalis	giraffe.3	Giraffa camelopardalis	Giraffa_camelopardalis	giraffe				Kenya		feces	herbivore	herbivore		
Giraffa-camelopardalis_SAMEA6809590.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Giraffidae	Giraffa	Metazoa	Artiodactyla	Giraffa camelopardalis	giraffe.4	Giraffa camelopardalis	Giraffa_camelopardalis	giraffe				Austria		feces	herbivore	herbivore		
Giraffa-camelopardalis_SAMEA6809592.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Giraffidae	Giraffa	Metazoa	Artiodactyla	Giraffa camelopardalis	giraffe.5	Giraffa camelopardalis	Giraffa_camelopardalis	giraffe				Austria		feces	herbivore	herbivore		
Capra-hircus_SAMEA6809383.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra hircus	goat.1	Capra hircus	Capra_hircus	goat				Austria		feces	herbivore	herbivore		
Capra-hircus_SAMEA6809384.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra hircus	goat.2	Capra hircus	Capra_hircus	goat				Austria		feces	herbivore	herbivore		
Gazella-subgutturosa_SAMEA6809591.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Gazella	Metazoa	Artiodactyla	Gazella subgutturosa	goitered_gazelle.1	Nanger granti	Gazella_subgutturosa	goitered gazelle				Mongolia		feces	herbivore	herbivore		
Canis-aureus_SAMEA6809375.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis aureus	golden_jackal.1	Canis lupus	Canis_aureus	golden jackal				Austria		feces	"omnivore, scavenger"	omnivore		
Rheomys-raptor_SAMEA6809537.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Rheomys	Metazoa	Rodentia	Rheomys raptor	goldman's_water_mouse.1	Sigmodon hispidus	Rheomys_raptor	Goldman's water mouse				Costa Rica		gut	carnivore	carnivore		
Philander-opossum_SAMEA6809534.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Didelphidae	Philander	Metazoa	Didelphimorphia	Philander opossum	gray_four-eyed_opossum.1	Monodelphis domestica	Philander_opossum	gray four-eyed opossum				Costa Rica		gut	omnivore	omnivore		
Halichoerus-grypus_SAMEA6809506.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phocidae	Halichoerus	Metazoa	Carnivora	Halichoerus grypus	gray_seal.1	Halichoerus grypus	Halichoerus_grypus	gray seal				United Kingdom		feces	carnivore	carnivore		
Halichoerus-grypus_SAMEA6809507.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phocidae	Halichoerus	Metazoa	Carnivora	Halichoerus grypus	gray_seal.2	Halichoerus grypus	Halichoerus_grypus	gray seal				United Kingdom		feces	carnivore	carnivore		
Canis-lupus_SAMEA6809390.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus	gray_wolf.1	Canis lupus	Canis_lupus	gray wolf				Mongolia		feces	carnivore	carnivore		
Canis-lupus_SAMEA6809553.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus	gray_wolf.2	Canis lupus	Canis_lupus	gray wolf				Austria		feces	carnivore	carnivore		
Phalacrocorax-carbo_SAMEA6809402.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phalacrocoracidae	Phalacrocorax	Metazoa	Pelecaniformes	Phalacrocorax carbo	great_cormorant.1	Phalacrocorax carbo	Phalacrocorax_carbo	great cormorant				Austria		feces	carnivore	carnivore		
Phalacrocorax-carbo_SAMEA6809638.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phalacrocoracidae	Phalacrocorax	Metazoa	Pelecaniformes	Phalacrocorax carbo	great_cormorant.2	Phalacrocorax carbo	Phalacrocorax_carbo	great cormorant				Austria		feces	carnivore	carnivore		
Parus-major_SAMEA6809407.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Paridae	Parus	Metazoa	Passeriformes	Parus major	great_spotted_woodpecker.1	Parus major	Parus_major	Great Tit				Hungary		feces	insectivore	carnivore		
Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos major	great_spotted_woodpecker.2	Dendrocopos noguchii	Dendrocopos_major	Great_Spotted_Woodpecker				Austria		feces	omnivore	omnivore		
Dendrocopos-major_SAMEA6809589.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos major	great_tit.1	Dendrocopos noguchii	Dendrocopos_major	Great_Spotted_Woodpecker				Austria		feces	omnivore	omnivore		
Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros unicornis	greater_indian_rhinoceros.1	Rhinoceros unicornis	Rhinoceros_unicornis	greater Indian rhinoceros				Nepal		feces	herbivore	herbivore		
Rhinoceros-unicornis_SAMEA6809556.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros unicornis	greater_indian_rhinoceros.2	Rhinoceros unicornis	Rhinoceros_unicornis	greater Indian rhinoceros				Austria		feces	herbivore	herbivore		
Ardea-cinerea_SAMEA6809397.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Ardeidae	Ardea	Metazoa	Pelecaniformes	Ardea cinerea	grey_heron.1	Butorides virescens	Ardea_cinerea	grey heron				Austria		gut	carnivore	carnivore		
Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Manidae	Smutsia	Metazoa	Pholidota	Manis temminckii	ground_pangolin.1	Phataginus tricuspis	Manis_temminckii	ground pangolin				South Africa		feces	herbivore	herbivore		
Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena phocoena	harbor_porpoise.1	Phocoena phocoena	Phocoena_phocoena	harbor porpoise				United Kingdom		feces	carnivore	carnivore		
Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena phocoena	harbor_porpoise.2	Phocoena phocoena	Phocoena_phocoena	harbor porpoise				United Kingdom		feces	carnivore	carnivore		
Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phocidae	Phoca	Metazoa	Carnivora	Phoca vitulina	harbor_seal.1	Phoca vitulina	Phoca_vitulina	harbor seal				United Kingdom		feces	carnivore	carnivore		
Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus hatinhensis	hatinh_langur.1	Trachypithecus francoisi	Trachypithecus_hatinhensis	Hatinh langur				Viet Nam		feces	"frugivore, folivore"	herbivore		
Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus amphibius	hippopotamus.1	Hippopotamus amphibius	Hippopotamus_amphibius	hippopotamus				Tanzania		feces	herbivore	herbivore		
Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus amphibius	hippopotamus.2	Hippopotamus amphibius	Hippopotamus_amphibius	hippopotamus				Tanzania		feces	herbivore	herbivore		
Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	hoffmann's_two-fingered_sloth.1	Choloepus hoffmanni	Choloepus_hoffmanni	Hoffmann's two-fingered sloth				Nicaragua		feces	herbivore	herbivore		
Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus hoffmanni	hoffmann's_two-fingered_sloth.2	Choloepus hoffmanni	Choloepus_hoffmanni	Hoffmann's two-fingered sloth				Nicaragua		feces	herbivore	herbivore		
Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus caballus	horse.1	Equus caballus	Equus_caballus	horse				Austria		feces	herbivore	omnivore		
Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus caballus	horse.2	Equus caballus	Equus_caballus	horse				Austria		feces	herbivore	omnivore		
Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites basalis	horsfields_bronze_cuckoo.1	Cuculus canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo				Australia		feces	insectivore	carnivore		
Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites basalis	horsfields_bronze_cuckoo.2	Cuculus canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo				Australia		feces	insectivore	carnivore		
Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	house_mouse.1	Mus musculus	Mus_musculus	house mouse				Austria		gut	omnivore	omnivore		
Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	house_mouse.2	Mus musculus	Mus_musculus	house mouse				Austria		gut	omnivore	omnivore		
Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus musculus	house_mouse.3	Mus musculus	Mus_musculus	house mouse				Austria		gut	omnivore	omnivore		
Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human.1	Homo sapiens	Homo_sapiens	human				Austria		feces	omnivore	omnivore		
Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human.2	Homo sapiens	Homo_sapiens	human				Austria		feces	omnivore	omnivore		
Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human.3	Homo sapiens	Homo_sapiens	human				Austria		feces	omnivore	omnivore		
Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo sapiens	human.4	Homo sapiens	Homo_sapiens	human				Austria		feces	omnivore	omnivore		
Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus idus	ide.1	Leuciscus waleckii	Leuciscus_idus	Ide				Austria		feces	carnivore	carnivore		
Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros melampus	impala.1	Aepyceros melampus	Aepyceros_melampus	impala				South Africa		feces	carnivore	carnivore		
Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros melampus	impala.2	Aepyceros melampus	Aepyceros_melampus	impala				South Africa		feces	carnivore	carnivore		
Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis siculus	italian_wall_lizard.1	Podarcis muralis	Podarcis_siculus	Italian wall lizard				Croatia		feces	insectivore	carnivore		
Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos flavus	kinkajou.1	Potos flavus	Potos_flavus	kinkajou				Costa Rica		feces	"omnivore, frugivore"	omnivore		
Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos cinereus	koala.1	Phascolarctos cinereus	Phascolarctos_cinereus	koala				Australia		feces	herbivore	herbivore		
Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos cinereus	koala.2	Phascolarctos cinereus	Phascolarctos_cinereus	koala				Austria		feces	herbivore	herbivore		
Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus kulan	kulan.1	Equus asinus	Equus_hemionus	kulan				Mongolia		feces	herbivore	herbivore		
Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus kulan	kulan.2	Equus asinus	Equus_hemionus	kulan				Mongolia		feces	herbivore	herbivore		
Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Vespertilionidae	Eptesicus	Metazoa	Chiroptera	Eptesicus sagittula	large_forest_bat.1	Eptesicus fuscus	Eptesicus_sagittula	large forest bat				Australia		feces	insectivore	carnivore		
Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela nivalis	least_weasel.1	Mustela putorius	Mustela_nivalis	least weasel				Austria		gut	carnivore	carnivore		
Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela nivalis	least_weasel.2	Mustela putorius	Mustela_nivalis	least weasel				Austria		gut	carnivore	carnivore		
Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera pardus	leopard.1	Panthera pardus	Panthera_pardus	leopard				South Africa		feces	carnivore	carnivore		
Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Soricidae	Crocidura	Metazoa	Eulipotyphla	Crocidura suaveolens	lesser_white-toothed_shrew.1	Crocidura indochinensis	Crocidura_suaveolens	Lesser white-toothed shrew				Austria		feces	carnivore	carnivore		
Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera leo	lion.1	Panthera leo	Panthera_leo	lion				South Africa		feces	carnivore	carnivore		
Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera leo	lion.2	Panthera leo	Panthera_leo	lion				South Africa		feces	carnivore	carnivore		
Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Strigidae	Asio	Metazoa	Strigiformes	Asio otus	long-eared_owl.1	Bubo bubo	Asio_otus	long-eared owl				Hungary		feces	carnivore	carnivore		
Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas platyrhynchos	mallard.1	Anas platyrhynchos	Anas_platyrhynchos	mallard				Austria		feces	omnivore	omnivore		
Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera ursinii	meadow_viper.1	Vipera berus	Vipera_ursinii	Meadow_Viper				Hungary		feces	insectivore	carnivore		
Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera ursinii	meadow_viper.2	Vipera berus	Vipera_ursinii	Meadow_Viper				Hungary		feces	insectivore	carnivore		
Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua mexicana	mexican_collared_anteater.1	Tamandua tetradactyla	Tamandua_mexicana	Mexican collared anteater				Colombia		feces	insectivore	carnivore		
Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua mexicana	mexican_collared_anteater.2	Tamandua tetradactyla	Tamandua_mexicana	Mexican collared anteater				Colombia		feces	insectivore	carnivore		
Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus moreletii	morelet's_crocodile.1	Crocodylus porosus	Crocodylus_moreletii	Morelet's crocodile				Austria		feces	carnivore	carnivore		
Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis aries musimon	mouflon.1	Ovis aries musimon	Ovis_aries	mouflon				Austria		feces	herbivore	herbivore		
Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Anatidae	Cygnus	Metazoa	Anseriformes	Cygnus olor	mute_swan.1	Cygnus olor	Cygnus_olor	mute swan				Hungary		feces	herbivore	herbivore		
Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus niloticus	nile_crocodile.1	Crocodylus porosus	Crocodylus_niloticus	Nile crocodile				South Africa		feces	carnivore	carnivore		
Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus noctula	noctule.1	Pipistrellus pipistrellus	Nyctalus_noctula	noctule				Hungary		gut	insectivore	carnivore		
