SampleID	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	species_id	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio anubis	olive_baboon.3	Papio anubis	Papio_anubis	olive baboon	flightless		Not	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio-anubis_JB25_CGTACG_L003_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio anubis	olive_baboon.4	Papio anubis	Papio_anubis	olive baboon	flightless		Not	Ethiopia	na	stool	omnivore	omnivore	wild	
Papio-anubis_JB28_GAGTGG_L003_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio anubis	olive_baboon.5	Papio anubis	Papio_anubis	olive baboon	flightless		Not	Ethiopia	na	stool	omnivore	omnivore	wild	
Eulemur-rubriventer_ERUB_102M_ATTCCT_L002_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur rubriventer	red-bellied_lemur.1	Eulemur fulvus 	Eulemur_rubriventer	red-bellied lemur	flightless		Not	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur-rubriventer_ERUB_105M_CGATGT_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur rubriventer	red-bellied_lemur.2	Eulemur fulvus 	Eulemur_rubriventer	red-bellied lemur	flightless		Not	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur rubriventer	red-bellied_lemur.3	Eulemur fulvus 	Eulemur_rubriventer	red-bellied lemur	flightless		Not	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur-rubriventer_ERUB_12M_ACTGAT_L002_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur rubriventer	red-bellied_lemur.4	Eulemur fulvus 	Eulemur_rubriventer	red-bellied lemur	flightless		Not	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Eulemur-rubriventer_ERUB_20M_GAGTGG_L002_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur rubriventer	red-bellied_lemur.5	Eulemur fulvus 	Eulemur_rubriventer	red-bellied lemur	flightless		Not	Madagascar	Rainforest	stool	frugivore	herbivore	wild	
Lemur-catta_Lc259_ACTTGA_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur catta	ring-tailed_lemur.1	Lemur catta	Lemur_catta	ring-tailed lemur	flightless		Not	Madagascar	Dry Forest	stool	omnivore	omnivore	wild	
Lemur-catta_Lc301_GATCAG_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur catta	ring-tailed_lemur.2	Lemur catta	Lemur_catta	ring-tailed lemur	flightless		Not	Madagascar	Dry Forest	stool	omnivore	omnivore	wild	
Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur catta	ring-tailed_lemur.3	Lemur catta	Lemur_catta	ring-tailed lemur	flightless		Not	Madagascar	Dry Forest	stool	omnivore	omnivore	wild	
Lemur-catta_Lc308_GGCTAC_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur catta	ring-tailed_lemur.4	Lemur catta	Lemur_catta	ring-tailed lemur	flightless		Not	Madagascar	Dry Forest	stool	omnivore	omnivore	wild	
Lemur-catta_Lc310_CTTGTA_L003_001_filtered_r1r2combined	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur catta	ring-tailed_lemur.5	Lemur catta	Lemur_catta	ring-tailed lemur	flightless		Not	Madagascar	Dry Forest	stool	omnivore	omnivore	wild	
Gorilla-gorilla_Gor1_TTAGGC_L003_001_filtered_r1r2combined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla	western_gorilla.2	Gorilla gorilla	Gorilla_gorilla	western gorilla	flightless		Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild	
Gorilla-gorilla_Gor11_TGACCA_L003_001_filtered_r1r2combined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla	western_gorilla.3	Gorilla gorilla	Gorilla_gorilla	western gorilla	flightless		Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild	
Gorilla-gorilla_Gor12_ACAGTG_L003_001_filtered_r1r2combined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla	western_gorilla.4	Gorilla gorilla	Gorilla_gorilla	western gorilla	flightless		Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild	
Gorilla-gorilla_Gor2_GCCAAT_L003_001_filtered_r1r2combined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla	western_gorilla.5	Gorilla gorilla	Gorilla_gorilla	western gorilla	flightless		Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild	
Gorilla-gorilla_Gor3_CAGATC_L003_001_filtered_r1r2combined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla	western_gorilla.6	Gorilla gorilla	Gorilla_gorilla	western gorilla	flightless		Folivore	CAR	Rainforest	stool	herbivore	herbivore	wild	
Piliocolobus-badius_RC2036_ACTGAT_L003_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus badius	western_red_colobus.1	Piliocolobus tephrosceles	Piliocolobus_badius	western red colobus	flightless		Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Cercopithecus-ascanius_RC2068_ATCACG_L004_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	western_red_colobus.2	Cercopithecus mona	Cercopithecus_ascanius	western red colobus	flightless		Not	Uganda	Rainforest	stool	omnivore	omnivore	wild	
Piliocolobus-badius_RC2071_ATTCCT_L003_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus badius	western_red_colobus.3	Piliocolobus tephrosceles	Piliocolobus_badius	western red colobus	flightless		Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Piliocolobus-badius_RC2096_CGATGT_L004_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus badius	western_red_colobus.4	Piliocolobus tephrosceles	Piliocolobus_badius	western red colobus	flightless		Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Piliocolobus-badius_RC2098_TTAGGC_L004_001_filtered_r1r2combined	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus badius	western_red_colobus.5	Piliocolobus tephrosceles	Piliocolobus_badius	western red colobus	flightless		Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	
Propithecus-verreauxi_PVAbb_GTGGCC_L004_001_filtered_r1r2combined	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus verreauxi	white_sifaka.1	Propithecus coquereli	Propithecus_verreauxi	white sifaka	flightless		Folivore	Madagascar	Dry Forest	stool	folivore	herbivore	wild	
Pan-troglodytes_PVLou_GTTTCG_L004_001_filtered_r1r2combined	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus verreauxi	white_sifaka.2	Propithecus coquereli	Propithecus_verreauxi	white sifaka	flightless		Folivore	Madagascar	Dry Forest	stool	folivore	herbivore	wild	
Pan-troglodytes_PVPam_CGTACG_L004_001_filtered_r1r2combined	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus verreauxi	white_sifaka.3	Propithecus coquereli	Propithecus_verreauxi	white sifaka	flightless		Folivore	Madagascar	Dry Forest	stool	folivore	herbivore	wild	
Pan-troglodytes_PVPet_GAGTGG_L004_001_filtered_r1r2combined	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus verreauxi	white_sifaka.4	Propithecus coquereli	Propithecus_verreauxi	white sifaka	flightless		Folivore	Madagascar	Dry Forest	stool	folivore	herbivore	wild	
Pan-troglodytes_PVQui_ACTGAT_L004_001_filtered_r1r2combined	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus verreauxi	white_sifaka.5	Propithecus coquereli	Propithecus_verreauxi	white sifaka	flightless		Folivore	Madagascar	Dry Forest	stool	folivore	herbivore	wild	
Ateles-belzebuth_AtbelzLink1_CGATGT_L002_001_filtered_r1r2combined	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles belzebuth	white-bellied_spider_monkey.1	Ateles geoffroyi	Ateles_belzebuth	white-bellied spider monkey	flightless		Not	Ecuador	Rainforest	stool	frugivore	herbivore	wild	
Ateles-belzebuth_AtbelzLink2_TTAGGC_L002_001_filtered_r1r2combined	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles belzebuth	white-bellied_spider_monkey.2	Ateles geoffroyi	Ateles_belzebuth	white-bellied spider monkey	flightless		Not	Ecuador	Rainforest	stool	frugivore	herbivore	wild	
Ateles-belzebuth_AtbelzLink3_TGACCA_L002_001_filtered_r1r2combined	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles belzebuth	white-bellied_spider_monkey.3	Ateles geoffroyi	Ateles_belzebuth	white-bellied spider monkey	flightless		Not	Ecuador	Rainforest	stool	frugivore	herbivore	wild	
Ateles-belzebuth_AtbelzLink4_ACAGTG_L002_001_filtered_r1r2combined	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles belzebuth	white-bellied_spider_monkey.4	Ateles geoffroyi	Ateles_belzebuth	white-bellied spider monkey	flightless		Not	Ecuador	Rainforest	stool	frugivore	herbivore	wild	
Ateles-belzebuth_AtbelzLink5_GCCAAT_L002_001_filtered_r1r2combined	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles belzebuth	white-bellied_spider_monkey.5	Ateles geoffroyi	Ateles_belzebuth	white-bellied spider monkey	flightless		Not	Ecuador	Rainforest	stool	frugivore	herbivore	wild	
Balaenoptera-physalus_Girguis50_FinBP1_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	fin_whale.1	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Balaenoptera-physalus_Girguis50_FinBP2_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	fin_whale.2	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Balaenoptera-physalus_Girguis50_FinBP3_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	fin_whale.3	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Balaenoptera-physalus_Girguis50_FinBP4_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	fin_whale.4	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	humpback_whale.1	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	humpback_whale.2	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	humpback_whale.3	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	humpback_whale.4	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore		
Eubalaena-glacialis_Girguis50_RightEG3_host_filtered_r1r2combined	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena glacialis	north_atlantic_right_whale.1	Eubalaena japonica	Eubalaena_glacialis	North Atlantic Right Whale	flightless	marine	carnivore	Canada			filter_feeder	carnivore		
Eubalaena-glacialis_Girguis50_RightEG4_host_filtered_r1r2combined	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena glacialis	north_atlantic_right_whale.2	Eubalaena japonica	Eubalaena_glacialis	North Atlantic Right Whale	flightless	marine	carnivore	Canada			filter_feeder	carnivore		
Eubalaena-glacialis_Girguis50_RightEG5_host_filtered_r1r2combined	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena glacialis	north_atlantic_right_whale.3	Eubalaena japonica	Eubalaena_glacialis	North Atlantic Right Whale	flightless	marine	carnivore	Canada			filter_feeder	carnivore		
Balaenoptera-borealis_Girguis50_SeiF18_host_filtered_r1r2combined	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera borealis	sei_whale.1	Balaenoptera acutorostrata scammoni	Balaenoptera_borealis	Sei Whale	flightless	marine	carnivore	Canada			filter_feeder	carnivore		
Gallus-gallus_Minich76_BM_host_filtered_r1r2combined	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	chicken.1	Gallus gallus	Gallus_gallus	chicken	flightless	"terrestrial, flightless"	omnivore	Malawi			insectivore	carnivore		
Bos-taurus_Minich76_CM_host_filtered_r1r2combined	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	cattle.1	Bos taurus	Bos_taurus	cattle	flightless	"terrestrial, flightless"	herbivore	Malawi			herbivore	herbivore		
Numida-meleagris_Minich76_GM_host_filtered_r1r2combined	Chordata	Aves	Numididae	Numida	Metazoa	Galliformes	Numida meleagris	helmeted_guineafowl.1	Numida meleagris	Numida_meleagris	helmeted guineafowl	flightless	"terrestrial, flightless"	omnivore	Malawi			herbivore	herbivore		
Gallus-gallus_Minich76_LM_host_filtered_r1r2combined	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	chicken.2	Gallus gallus	Gallus_gallus	chicken	flightless	"terrestrial, flightless"	omnivore	Malawi			insectivore	carnivore		
Sus-scrofa_Minich76_PM_host_filtered_r1r2combined	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa	pig.1	Sus scrofa	Sus_scrofa	pig	flightless	"terrestrial, flightless"	omnivore	Malawi			"omnivore, insectivore"	omnivore		
Coturnix-coturnix_Minich76_QM_host_filtered_r1r2combined	Chordata	Aves	Phasianidae	Coturnix	Metazoa	Galliformes	Coturnix coturnix	common_nase.2	Coturnix japonica	Coturnix_coturnix	common quail	flighted	"terrestrial, flight"	herbivore/insectivore	Malawi			omnivore	omnivore		
Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.11	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.13	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.15	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.19	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.25	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.29	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.33	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.34	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.38	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.49	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.51	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.53	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.55	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.56	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.57	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.58	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.59	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.60	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.61	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.62	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.1	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.2	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.3	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.4	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.5	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.6	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.7	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.8	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.9	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.10	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.12	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.14	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_221_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.16	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_222_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.17	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_223_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.18	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_243_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.20	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_244_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.21	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
