sample_name	studyID	SampleID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
13114.song.53.s009	13114	Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined	Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined.fastq.gz	16202210	7060682	white-faced_whistling_duck.1	Chordata	Aves	Anatidae	Dendrocygna	Metazoa	Anseriformes	Dendrocygna viduata	Branta canadensis	Dendrocygna_viduata	White-faced whistling duck	flighted	Branta canadensis	"terrestrial, flight"	omnivore	USA			herbivore	herbivore	captive	
13114.song.53.s010	13114	Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined	Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined.fastq.gz	18341590	18114500	king_vulture.1	Chordata	Aves	Cathartidae	Sarcorhamphus	Metazoa	Accipitriformes	Sarcoramphus papa	Cathartes aura	Sarcoramphus_papa	King vulture	flighted	Cathartes aura	"terrestrial, flight"	carnivore	USA			scavenger	carnivore	captive	
13114.song.53.s011	13114	Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined	Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined.fastq.gz	25691860	25688520	lappet_faced_vulture.1	Chordata	Aves	Accipitridae	Torgos	Metazoa	Accipitriformes	Torgos tracheliotus	Haliaeetus leucocephalus	Torgos_tracheliotos	Lappet faced vulture	flighted	Haliaeetus leucocephalus	"terrestrial, flight"	carnivore	USA			carnivore	carnivore	captive	
13114.song.53.s012	13114	Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined	Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined.fastq.gz	13157850	13096968	vulturine_guineafowl.1	Chordata	Aves	Numididae	Acryllium	Metazoa	Galliformes	Acryllium vulturinum	Numida meleagris	Acryllium_vulturinum	Vulturine guineafowl	flighted	Numida meleagris	"terrestrial, flight"	omnivore	USA			omnivore	omnivore	captive	
13114.song.53.s013	13114	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined.fastq.gz	10088030	10050758	brown_kiwi.1	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx mantelli	Apteryx mantelli	Apteryx_australis	Brown kiwi	flightless	Apteryx mantelli	"terrestrial, flightless"	omnivore	USA			insectivore	carnivore	captive	
13114.song.53.s014	13114	Grus-americana_Song53_25014_host_filtered_r1r2combined	Grus-americana_Song53_25014_host_filtered_r1r2combined.fastq.gz	32197904	25151286	whooping_crane.1	Chordata	Aves	Gruidae	Grus	Metazoa	Gruiformes	Grus americana	Grus americana	Grus_americana	Whooping crane	flighted	Grus americana	"terrestrial, flight"	omnivore	USA			"carnivore, omnivore"	omnivore	captive	
13114.song.53.s015	13114	Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined	Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined.fastq.gz	64879340	62752652	cassowary.2	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius casuarius	Casuarius casuarius	Casuarius_casuarius	Cassowary	flightless	Casuarius casuarius	"terrestrial, flightless"	frugivore	USA			frugivore	herbivore	captive	
13114.song.75.s001	13114	Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined	Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined.fastq.gz	74912	74786	giant_otter.1	Chordata	Mammalia	Mustelidae	Pteronura	Metazoa	Carnivora	Pteronura brasiliensis	Pteronura brasiliensis	Pteronura_brasiliensis	Giant otter	flightless	Pteronura brasiliensis	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore	captive	
13114.song.75.s002	13114	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined.fastq.gz	380550	380464	asian_small-clawed_otter.1	Chordata	Mammalia	Mustelidae	Aonyx	Metazoa	Carnivora	Aonyx cinerea	Lontra canadensis	Aonyx_cinerea	Asian small-clawed otter	flightless	Lontra canadensis	"terrestrial, flightless"	carnivore	USA			carnivore	carnivore	captive	
13114.song.75.s003	13114	Trichechus-manatus_Song75_ace_host_filtered_r1r2combined	Trichechus-manatus_Song75_ace_host_filtered_r1r2combined.fastq.gz	28571758	28490842	florida_manatee.1	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus manatus latirostris	Trichechus manatus latirostris	Trichechus_manatus	Florida manatee	flightless	Trichechus manatus latirostris	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore	captive	
13114.song.75.s004	13114	Trichechus-manatus_Song75_myakka_host_filtered_r1r2combined	Trichechus-manatus_Song75_myakka_host_filtered_r1r2combined.fastq.gz	27407422	27400100	florida_manatee.2	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus manatus latirostris	Trichechus manatus latirostris	Trichechus_manatus	Florida manatee	flightless	Trichechus manatus latirostris	"terrestrial, flightless"	herbivore	USA			herbivore	herbivore	captive	
13881.SAMEA6809441	13881	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2092004	2090538	aesculapian_snake.1	Chordata	Reptilia	Colubridae	Zamenis	Metazoa	Squamata	Zamenis longissimus	Pantherophis guttatus	Zamenis_longissimus	Aesculapian_Snake		Pantherophis guttatus		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809581	13881	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11154316	11153206	african_buffalo.1	Chordata	Mammalia	Bovidae	Syncerus	Metazoa	Artiodactyla	Syncerus caffer	Syncerus caffer	Syncerus_caffer	African buffalo		Syncerus caffer		herbivore	Tanzania		feces	herbivore	herbivore	wild	
13881.SAMEA6809543	13881	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1202802	1202484	african_savanna_elephant.1	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana	Loxodonta africana	Loxodonta_africana	African savanna elephant		Loxodonta africana		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809570	13881	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9921296	9913138	african_savanna_elephant.2	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta africana	Loxodonta africana	Loxodonta_africana	African savanna elephant		Loxodonta africana		herbivore	South Africa		feces	herbivore	herbivore	wild	
13881.SAMEA6809420	13881	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5853498	2831584	agile_frog.1	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana dalmatina	Rana temporaria	Rana_dalmatina	agile frog		Rana temporaria		carnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809542	13881	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2032114	2024264	agile_frog.2	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana dalmatina	Rana temporaria	Rana_dalmatina	agile frog		Rana temporaria		carnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809380	13881	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	13238592	13232282	alpine_ibex.1	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	Capra ibex	Capra_ibex	Alpine ibex		Capra ibex		herbivore	Austria		feces	herbivore	herbivore	wild	
13881.SAMEA6809381	13881	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17206392	17017500	alpine_ibex.2	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	Capra ibex	Capra_ibex	Alpine ibex		Capra ibex		herbivore	Austria		feces	herbivore	herbivore	wild	
13881.SAMEA6809436	13881	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8884332	8412152	alpine_ibex.3	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra ibex	Capra ibex	Capra_ibex	Alpine ibex		Capra ibex		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809372	13881	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7968140	6480010	alpine_salamander.1	Chordata	Mammalia	Soricidae	Sorex	Metazoa	Eulipotyphla	Sorex alpinus	"	Sorex araneus"	Sorex_alpinus	alpine shrew		"	Sorex araneus"		carnivore	Austria		gut	insectivore	carnivore	wild	
13881.SAMEA6809519	13881	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	606002	605706	alpine_shrew.1	Chordata	Amphibia	Salamandridae	Salamandra	Metazoa	Caudata	Salamandra atra	Ambystoma mexicanum	Salamandra_atra	Alpine_Salamander		Ambystoma mexicanum		carnivore	Austria		feces	insectivore	insectivore	wild	
13881.SAMEA6809609	13881	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6869210	6776790	arabian_camel.1	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus dromedarius	Camelus dromedarius	Camelus_dromedarius	Arabian camel		Camelus dromedarius		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809554	13881	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1433876	1433188	arctic_wolf.1	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus arctos	Canis lupus	Canis_lupus	Arctic_Wolf		Canis lupus		carnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809618	13881	Canis-lupus_SAMEA6809618.ebi_filtered_r1r2combined_sampleCombined	Canis-lupus_SAMEA6809618.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2905956	2904720	arctic_wolf.2	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis lupus arctos	Canis lupus	Canis_lupus	Arctic_Wolf		Canis lupus		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809497	13881	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	509954	492744	asp.1	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius aspius	Leuciscus waleckii		Asp		Leuciscus waleckii		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809639	13881	Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2combined_sampleCombined	Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2067480	2045956	asp.2	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius aspius	Leuciscus waleckii		Asp		Leuciscus waleckii		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809481	13881	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	21110446	21108682	australian_echidna.1	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus aculeatus	Tachyglossus aculeatus	Tachyglossus_aculeatus	Australian echidna		Tachyglossus aculeatus		carnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809482	13881	Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2combined_sampleCombined	Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3349298	3349022	australian_echidna.2	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus aculeatus	Tachyglossus aculeatus	Tachyglossus_aculeatus	Australian echidna		Tachyglossus aculeatus		carnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809394	13881	Myodes-glareolus_SAMEA6809394.ebi_filtered_r1r2combined_sampleCombined	Myodes-glareolus_SAMEA6809394.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14000752	1714712	bank_vole.111	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	Bank vole		Myodes glareolus		omnivore	Austria		gut	herbivore	herbivore	wild	
13881.SAMEA6809473	13881	Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2combined_sampleCombined	Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2388514	2387928	barnacle_goose.1	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta leucopsis	Branta canadensis	Branta_leucopsis	barnacle goose		Branta canadensis		herbivore	Germany		feces	herbivore	herbivore	wild	
13881.SAMEA6809474	13881	Branta-leucopsis_SAMEA6809474.ebi_filtered_r1r2combined_sampleCombined	Branta-leucopsis_SAMEA6809474.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	63437168	63415560	barnacle_goose.2	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta leucopsis	Branta canadensis	Branta_leucopsis	barnacle goose		Branta canadensis		herbivore	Germany		feces	herbivore	herbivore	wild	
13881.SAMEA6809442	13881	Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined	Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19218818	1901878	beach_marten.1	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes foina	Martes zibellina	Martes_foina	beach marten		Martes zibellina		omnivore	Austria		gut	carnivore	carnivore	wild	
13881.SAMEA6809494	13881	Martes-foina_SAMEA6809494.ebi_filtered_r1r2combined_sampleCombined	Martes-foina_SAMEA6809494.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8451798	951860	beach_marten.2	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes foina	Martes zibellina	Martes_foina	beach marten		Martes zibellina		omnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809472	13881	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2258886	2249806	black_howler_monkey.5	Chordata	Aves	Phasianidae	Lyrurus	Metazoa	Galliformes	Lyrurus tetrix	Lyrurus tetrix tetrix	Lyrurus_tetrix	Black_Grouse		Lyrurus tetrix tetrix		omnivore	Austria		feces	herbivore	herbivore	wild	
13881.SAMEA6809455	13881	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3761378	3739428	black-bellied_hamster.1	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus cricetus	Cricetulus griseus	Cricetus_cricetus	black-bellied hamster		Cricetulus griseus		omnivore	Austria		gut	omnivore	omnivore	wild	
13881.SAMEA6809607	13881	Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2combined_sampleCombined	Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11645818	8109972	black-bellied_hamster.2	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus cricetus	Cricetulus griseus	Cricetus_cricetus	black-bellied hamster		Cricetulus griseus		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809405	13881	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2250372	1070842	blackbird.1	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus merula	"
Turdus rufiventris"	Turdus_merula	blackbird		"
Turdus rufiventris"		omnivore	Hungary		feces	omnivore	omnivore	wild	
13881.SAMEA6809358	13881	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7909124	7907232	blackcap.1	Chordata	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Sylvia atricapilla	Sylvia atricapilla	Sylvia_atricapilla	blackcap		Sylvia atricapilla		omnivore	Austria		feces	omnivore	omnivore	wild	
13881.SAMEA6809501	13881	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4021850	4021410	bleak.1	Chordata	Actinopterygii	Leuciscidae	Alburnus	Metazoa	Cypriniformes	Alburnus alburnus	Culter alburnus (topmouth culter)	Alburnus_alburnus	bleak		Culter alburnus (topmouth culter)		omnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809565	13881	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6143726	6142550	brindled_gnu.1	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	Connochaetes taurinus	Connochaetes_taurinus	brindled gnu		Connochaetes taurinus		herbivore	South Africa		feces	herbivore	herbivore	wild	
13881.SAMEA6809566	13881	Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2combined_sampleCombined	Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14242190	14237738	brindled_gnu.2	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	Connochaetes taurinus	Connochaetes_taurinus	brindled gnu		Connochaetes taurinus		herbivore	South Africa		feces	herbivore	herbivore	wild	
13881.SAMEA6809595	13881	Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2combined_sampleCombined	Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2831174	2830836	brindled_gnu.3	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes taurinus	Connochaetes taurinus	Connochaetes_taurinus	brindled gnu		Connochaetes taurinus		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809414	13881	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	576504	154434	brook_trout.1	Chordata	Actinopterygii	Salmonidae	Salvelinus	Metazoa	Salmoniformes	Salvelinus fontinalis	Salvelinus namaycush	Salvelinus_fontinalis	brook trout		Salvelinus namaycush		carnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809439	13881	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11341538	11149182	brown_bear.1	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus arctos	Ursus arctos	Ursus_arctos	brown bear		Ursus arctos		omnivore	Austria		feces	carnivore	carnivore	wild	
13881.SAMEA6809521	13881	Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2combined_sampleCombined	Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19195250	19194902	brown_bear.2	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus arctos	Ursus arctos	Ursus_arctos	brown bear		Ursus arctos		omnivore	Austria		feces	carnivore	carnivore	captive	
13881.SAMEA6809440	13881	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2171866	1924080	brown_woolly_monkey.5	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo trutta fario	Salmo trutta fario	Salmo_trutta	Brown_Trout		Salmo trutta fario		carnivore	Austria		gut	carnivore	carnivore	wild	
13881.SAMEA6809531	13881	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4687274	4681548	brown-throated_sloth.1	Chordata	Mammalia	Bradypodidae	Bradypus	Metazoa	Pilosa	Bradypus variegatus	Bradypus variegatus	Bradypus_variegatus	Brown-throated sloth		Bradypus variegatus		herbivore	Nicaragua		feces	herbivore	herbivore	wild	
13881.SAMEA6809438	13881	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	388718	338128	carrion_crow.1	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus corone	Corvus brachyrhynchos	Corvus_corone	carrion crow		Corvus brachyrhynchos		omnivore	Austria		gut	scavenger	carnivore	wild	
13881.SAMEA6809392	13881	Bos-taurus_SAMEA6809392.ebi_filtered_r1r2combined_sampleCombined	Bos-taurus_SAMEA6809392.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	22141578	22139936	cattle.2	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	Bos taurus	Bos_taurus	cattle		Bos taurus		herbivore	Austria		feces	herbivore	herbivore	captive	
13881.SAMEA6809583	13881	Bos-taurus_SAMEA6809583.ebi_filtered_r1r2combined_sampleCombined	Bos-taurus_SAMEA6809583.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9742656	9740686	cattle.3	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	Bos taurus	Bos_taurus	cattle		Bos taurus		herbivore	Tanzania		feces	herbivore	herbivore	wild	
13881.SAMEA6809486	13881	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	36785688	5988190	central_bearded_dragon.1	Chordata	Reptilia	Agamidae	Pogona	Metazoa	Squamata	Pogona vitticeps	Pogona vitticeps	Pogona_vitticeps	central bearded dragon		Pogona vitticeps		omnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809567	13881	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6095010	6094488	chacma_baboon.1	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio ursinus	Papio anubis	Papio_ursinus	Chacma baboon		Papio anubis		omnivore	South Africa		feces	"omnivore, scavenger"	omnivore	wild	
13881.SAMEA6809564	13881	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5416568	5122552	chamois.1	Chordata	Mammalia	Bovidae	Rupicapra	Metazoa	Artiodactyla	Rupicapra rupicapra	Ammotragus lervia	Rupicapra_rupicapra	chamois		Ammotragus lervia		herbivore	Austria		feces	herbivore	herbivore	wild	
13881.SAMEA6809490	13881	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1201754	1199780	chestnut-rumped_thornbill.1	Chordata	Aves	Acanthizidae	Acanthiza	Metazoa	Passeriformes	Acanthiza uropygialis	Origma solitaria	Acanthiza_uropygialis	chestnut-rumped thornbill		Origma solitaria		carnivore	Australia		feces	insectivore	carnivore	wild	
13881.SAMEA6809496	13881	Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2combined_sampleCombined	Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4134110	4115152	chicken.3	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	Gallus gallus	Gallus_gallus	chicken		Gallus gallus		omnivore	Austria		feces	insectivore	carnivore	wild	
13881.SAMEA6809614	13881	Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2combined_sampleCombined	Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064724	2064676	chinkara.1	Chordata	Mammalia	Bovidae	Gazella	Metazoa	Artiodactyla	Gazella bennettii	Nanger granti	Gazella_bennettii	chinkara		Nanger granti		herbivore	Iran		feces	herbivore	herbivore	wild	
13881.SAMEA6809635	13881	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	89148438	89093932	common_bream.1	Chordata	Actinopterygii	Leuciscidae	Abramis	Metazoa	Cypriniformes	Abramis brama	"	Pimephales promelas"	Abramis_brama	common bream		"	Pimephales promelas"		omnivore	Austria		feces	filter_feeder	carnivore	wild	
13881.SAMEA6809483	13881	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7238346	7143742	common_brushtail.1	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus vulpecula	Trichosurus vulpecula	Trichosurus_vulpecula	common brushtail		Trichosurus vulpecula		omnivore	Australia		feces	folivore	herbivore	wild	
13881.SAMEA6809484	13881	Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2combined_sampleCombined	Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7717732	7702584	common_brushtail.2	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus vulpecula	Trichosurus vulpecula	Trichosurus_vulpecula	common brushtail		Trichosurus vulpecula		omnivore	Australia		feces	folivore	herbivore	wild	
